Human	dog	mouse	rat	zebrafish
SEC11A	"SEC11A,SEC11C"	"Sec11a,Sec11c"	"Sec11a,Sec11c"	sec11a
SEC11C	"SEC11A,SEC11C"	"Sec11a,Sec11c"	"Sec11a,Sec11c"	sec11a
AC114788.1	NO_ORTHO	NO_ORTHO	AABR07028622.1	NO_ORTHO
ACKR4	ACKR4	Ackr4	Ackr4	"ackr4a,ackr4b,si:ch211-106h4.12"
ACKR1	"DARC,ACKR1"	Ackr1	Ackr1	NO_ORTHO
ACKR2	ACKR2	Ackr2	Ackr2	LOC101887081
ACKR3	ACKR3	Ackr3	Ackr3	"ackr3a,ackr3b,si:dkey-191g15.12"
RNU6-156P	U6	NO_ORTHO	NO_ORTHO	NO_ORTHO
GPER1	GPER1	Gper1	Gper1	gper1
RNU6-571P	U6	Gm25810	U6	NO_ORTHO
FAM25C	LOC102153325	Fam25c	Fam25a	NO_ORTHO
FAM25A	LOC102153325	Fam25c	Fam25a	NO_ORTHO
FAM25G	LOC102153325	Fam25c	Fam25a	NO_ORTHO
FAM25E	LOC102153325	Fam25c	Fam25a	NO_ORTHO
SRP68	SRP68	Srp68	Srp68	srp68
OMA1	OMA1	Oma1	Oma1	si:ch73-215a11.1
PCYT1A	PCYT1A	Pcyt1a	Pcyt1a	"pcyt1ba,pcyt1bb,pcyt1aa,pcyt1ab"
C5AR2	C5AR2	C5ar2	C5ar2	c5ar1
PCYT1B	"PCYT1A,PCYT1B"	Pcyt1b	Pcyt1b	"pcyt1ba,pcyt1bb,pcyt1aa,pcyt1ab"
AP000721.4	COX8A	Cox8a	Cox8a	NO_ORTHO
PRRX1	"PRRX1,PRRX2"	"Prrx1,Prrx2"	Prrx1	"prrx1a,prrx1b"
PRRX2	"PRRX1,PRRX2"	"Prrx1,Prrx2"	"Prrx1,Prrx2"	"prrx1a,prrx1b"
RGR	RGR	Rgr	Rgr	"rgrb,rgra,RGR (2 of 2)"
TNRC6A	"TNRC6C,TNRC6B,TNRC6A"	"Tnrc6c,Tnrc6a"	Tnrc6a	"LOC560874,tnrc6a"
RNU4ATAC4P	U4atac	NO_ORTHO	NO_ORTHO	U4atac
RGN	RGN	Rgn	Rgn	rgn
RNU11-3P	U11	"Gm22472,Gm24890"	U11	"U11,rnu11"
CARD9	CARD9	Card9	Card9	card9
CARD8	"NLRP5,NLRP1,NLRP8,CARD8,LRRC71,NLRC3"	"Nlrp5,Nlrp1b,Nlrp1a,Lrrc71,Nlrc3"	"Nlrp5,Nlrp1b,Nlrp1a,Lrrc71,Nlrc3"	"si:dkeyp-86c4.1,si:ch211-195h23.3,nlrc3"
CARD6	CARD6	Card6	Card6	"si:dkey-202l22.6,zmp:0000000852,si:dkey-204a24.11,si:dkey-204a24.10"
ERP27	ERP27	Erp27	Erp27	NO_ORTHO
HMP19	HMP19	Nsg2	Nsg2	"hmp19,caly"
ERP29	ERP29	Erp29	Erp29	NO_ORTHO
SMG5	SMG5	Smg5	Smg5	smg5
ABCA10	"ABCA5,ABCA8,ABCA9"	"Abca6,Abca5,Abca8b,Abca8a,Abca9"	"Abca6,Abca5,Abca8"	abca5
ABCA12	ABCA12	Abca12	Abca12	abca12
ABCA13	"ABCA12,ABCA13,LOC479816,ABCA7,ABCA4,ABCA1"	"Abca7,Abca4,Abca13,Abca12,Abca1"	"Abca12,Abca13,Abca4,Abca1"	abca12
ADAMTS2	"ADAMTS14,ADAMTS2"	"Adamts14,Adamts3,Adamts2"	Adamts2	"adamts14,adamts3,adamts2"
CCSER2	FAM190B	Ccser2	Ccser2	"ccser2a,ccser2b"
OR51F1	LOC100684107	"Olfr585,Olfr566,Olfr583"	"LOC684170,Olr75,Olr77"	"or111-2,or111-3,or111-6,or110-1,or111-4,or111-5,or104-2,or106-10,or106-1,or109-1,or105-1,or111-11,or103-1,or108-3,or109-11,or102-2,or109-13,or103-2"
RNU6-699P	U6	Gm24207	NO_ORTHO	NO_ORTHO
ADAMTS9	"ADAMTS20,ADAMTS1,ADAMTS6,ADAMTS9"	"Adamts6,Adamts1,Adamts9,Adamts8,Adamts15,Adamts20"	"Adamts20,Adamts15,Adamts9,Adamts8,Adamts1"	"adamts6,adamts9,LOC100001991"
ARHGEF3	ARHGEF3	Arhgef3	Arhgef3	"arhgef3l,arhgef3,net1"
RNA5SP192	5S_rRNA	"Gm25923,Gm23806"	5S_rRNA	NO_ORTHO
ADIRF	C4H10orf116	NO_ORTHO	NO_ORTHO	NO_ORTHO
RNA5SP190	NO_ORTHO	"n-R5s65,n-R5s28,n-R5s1,n-R5s196"	NO_ORTHO	NO_ORTHO
RNA5SP197	5S_rRNA	n-R5s197	NO_ORTHO	NO_ORTHO
RNA5SP194	5S_rRNA	n-R5s179	5S_rRNA	NO_ORTHO
RNA5SP195	5S_rRNA	Gm24664	NO_ORTHO	NO_ORTHO
RNA5SP198	5S_rRNA	n-R5s198	NO_ORTHO	NO_ORTHO
RNA5SP199	5S_rRNA	NO_ORTHO	NO_ORTHO	NO_ORTHO
EOGT	EOGT	Eogt	Eogt	eogt
CDH8	"CDH11,CDH10,CDH12,CDH20,CDH18,CDH22,CDH24,CDH9,CDH8,CDH7,CDH6"	"Cdh11,Cdh10,Cdh12,Cdh19,Cdh20,Cdh22,Cdh24,Cdh9,Cdh8,Cdh7,Cdh6"	"Cdh11,Cdh10,Cdh12,Cdh19,Cdh20,Cdh22,Cdh24,Cdh8,Cdh7,Cdh6"	"cdh11,cdh18a,cdh10b,cdh10a,LOC100329245,cdh8,cdh12a,cdh12b,cdh7,cdh6"
RHBG	RHBG	"Rhbg,Gm38392"	Rhbg	rhbg
MTG2	MTG2	Mtg2	Mtg2	mtg2
BMP2K	BMP2K	"Aak1,Bmp2k"	"Aak1,Bmp2k"	"bmp2k,aak1a,aak1b"
RNU6-205P	U6	NO_ORTHO	NO_ORTHO	U6
MTG1	LOC607676	Mtg1	Mtg1	mtg1
TEX33	TEX33	Tex33	Tex33	NO_ORTHO
COCH	"SLC35E3,SLC35E2B,COCH"	"Slc35e2,Slc35e3,Coch"	"Vwf,Slc35e3,Slc35e2b,Coch"	"slc35e3,coch"
PIFO	"LOC611691,LOC609816"	Pifo	Pifo	si:ch211-66i15.4
LOC730098	NO_ORTHO	"Gm21586,LOC100862220,Gm20878,Gm21953"	NO_ORTHO	NO_ORTHO
MAEA	MAEA	Maea	Maea	maea
CDH2	"CDH1,CDH3,CDH2,CDH4"	"Cdh1,Cdh3,Cdh2,Cdh4"	"Cdh1,Cdh3,Cdh2,Cdh4"	"cdh2,cdh4"
RBSN	ZFYVE20	Rbsn	Rbsn	rbsn
CROCC2	CROCC2	"Clip1,Crocc2"	Crocc2	si:ch211-95g8.1
MAEL	MAEL	Mael	Mael	NO_ORTHO
CACFD1	CACFD1	Cacfd1	Cacfd1	"si:ch73-209e20.5,cacfd1"
SMAD5-AS1_4	NO_ORTHO	Gm27271	NO_ORTHO	NO_ORTHO
SMAD5-AS1_1	NO_ORTHO	Gm27698	NO_ORTHO	NO_ORTHO
SMAD5-AS1_2	NO_ORTHO	Gm27301	NO_ORTHO	NO_ORTHO
SMAD5-AS1_3	NO_ORTHO	Gm27834	NO_ORTHO	NO_ORTHO
UFM1	UFM1	Ufm1	Ufm1	ufm1
RNU6ATAC32P	U6atac	NO_ORTHO	U6atac	NO_ORTHO
RNU7-155P	U7	NO_ORTHO	NO_ORTHO	NO_ORTHO
TXNL4A	TXNL4A	Txnl4a	Txnl4a	txnl4a
TXNL4B	LOC612963	Txnl4b	Txnl4b	txnl4b
FBLL1	FBL	"Fbll1,Fbl"	"Fbll1,Fbl"	fbl
GRM3	"GRM5,GRM6,GRM8,GRM3"	"Grm8,Grm4,Grm5,Grm6,Grm7,Grm1,Grm3"	"Grm8,Grm5,Grm6,Grm1,Grm2,Grm3"	"grm2a,grm1a,gb:kf234084,grm5a,grm6b,grm6a,grm3"
NUTM2F	NUTM2G	Nutm2	Nutm2f	NO_ORTHO
NUTM2G	NUTM2G	Nutm2	Nutm2f	NO_ORTHO
NUTM2D	NUTM2G	Nutm2	Nutm2f	NO_ORTHO
NUTM2E	NUTM2G	Nutm2	Nutm2f	NO_ORTHO
NUTM2B	NUTM2G	Nutm2	Nutm2f	NO_ORTHO
NUTM2A	NUTM2G	Nutm2	Nutm2f	NO_ORTHO
RNU2-55P	U2	U2	NO_ORTHO	NO_ORTHO
RNU6-637P	NO_ORTHO	"Gm25672,Gm26002"	U6	NO_ORTHO
POU3F3	"POU3F3,POU3F4"	Pou3f3	Pou3f3	"pou3f1,pou3f3a,pou3f3b"
POU3F2	"LOC481931,POU3F2"	Pou3f2	Pou3f2	"pou3f2b,pou3f2a,pou3f3a,pou3f3b"
POU3F1	POU3F1	Pou3f1	Pou3f1	"pou3f1,pou3f3a,pou3f3b"
RNU1-115P	U1	Gm22283	U1	NO_ORTHO
FAM53B	FAM53B	Fam53b	Fam53b	fam53b
HPGDS	HPGDS	Hpgds	Hpgds	NO_ORTHO
FAM53A	FAM53A	Fam53a	Fam53a	NO_ORTHO
CH17-270A2.2	NO_ORTHO	NO_ORTHO	NO_ORTHO	"polr3glb,polr3gla"
FGD2	"FGD4,FGD6,FGD2"	"Fgd4,Fgd2"	Fgd2	NO_ORTHO
AHCY	AHCY	"Ahcy,Gm4737"	Ahcy	ahcy
SP100	SP100	"AC168977.2,A630001G21Rik,AC133103.3,Sp100"	"AABR07068214.1,Sp100"	"si:dkey-68o6.4,zgc:113411,LOC796843,si:dkey-68o6.2"
PARG	PARG	Parg	Parg	"parga,parg,pargb,pargl"
DHDDS	DHDDS	Dhdds	Dhdds	dhdds
AOC2	"AOC3,AOC2"	"Aoc3,Aoc2"	NO_ORTHO	aoc2
TIMP3	"LOC102154527,TIMP3"	Timp3	Timp3	"timp3,timp2b,LOC101882922,TIMP3,timp2a"
TIMP2	"LOC102154527,TIMP2"	Timp2	Timp2	"timp2b,LOC101882922,timp2a"
TIMP1	"LOC102154527,TIMP1"	Timp1	Timp1	"timp2b,LOC101882922,timp2a"
PARN	PARN	Parn	Parn	parn
PARL	PARL	Parl	Parl	"parla,parlb,LOC792889"
EPO	EPO	Epo	Epo	"epo,si:dkey-259i8.1"
ZHX1-C8orf76	C13H8orf76	"Gm29394,9130401M01Rik"	RGD1310852	zgc:101716
TSACC	NO_ORTHO	Tsacc	Tsacc	NO_ORTHO
PSORS1C2	PSORS1C2	Psors1c2	Psors1c2	NO_ORTHO
PAGE2B	LOC102154801	NO_ORTHO	NO_ORTHO	NO_ORTHO
SEMA7A	SEMA7A	Sema7a	Sema7a	"si:ch211-113g11.6,sema7a,LOC559008,SEMA7A (2 of 2)"
DDX4	DDX4	Ddx4	Ddx4	ddx4
DDX5	"DDX5,DDX46,DDX17"	"Ddx5,Ddx46,Ddx3x,Ddx17"	"Ddx5,Ddx46,Ddx3y,Ddx17"	"ddx5,LOC556764,ddx46"
DDX6	DDX6	Ddx6	Ddx6	"si:ch211-175g6.7,ddx6"
DDX1	DDX1	Ddx1	Ddx1	ddx1
RNU6-382P	U6	Gm23648	NO_ORTHO	U6
SCN3A	"SCN7A,TPC3,TPCN1,TPCN2,SCN10A,SCN9A,SCN2A,SCN1A,SCN4A,SCN5A,SCN3A"	"Scn7a,Tpcn1,Tpcn2,Scn11a,Scn8a,Scn10a,Scn2a1,Scn1a,Scn5a,Scn3a"	"Scn11a,Tpcn1,Tpcn2,Scn7a,Scn10a,Scn2a,Scn4a,Scn3a"	"tpcn1,tpcn2,gb:eh507706,scn1lab,zmp:0000001002,scn4ab,scn8aa,scn8ab"
SCN3B	SCN3B	Scn3b	Scn3b	scn3b
ZNF215	ZNF215	NO_ORTHO	NO_ORTHO	NO_ORTHO
RNU6-288P	U6	NO_ORTHO	NO_ORTHO	NO_ORTHO
ZNF217	ZNF217	Zfp217	Zfp217	znf217
HLA-H	NO_ORTHO	"H2-K1,H2-D1,H2-Q4,H2-M3,H2-T22,H2-Q1,H2-Q10,H2-Q2,H2-T23,H2-Q7"	"RT1-CE5,RT1-S2,RT1-N3,RT1-M6-2,RT1-N1,RT1-M6-1,RT1-A,RT1-A3,RT1-CE10"	mhc1uba
ZNF211	ZNF211	NO_ORTHO	NO_ORTHO	NO_ORTHO
SLC7A8	"SLC7A10,SLC7A8"	"Slc7a10,Slc7a8"	"Slc7a10,Slc7a8"	"slc7a10a,slc7a10b,slc7a8b,slc7a8a"
ZNF212	ZNF212	Zfp212	Zfp212	NO_ORTHO
HLA-C	"DLA-79,DLA88,DLA-12,DLA-64"	"H2-K1,H2-D1,H2-T3,Gm11127,H2-Q4,H2-M3,H2-T22,H2-Q1,H2-Q10,H2-Q2,H2-T24,H2-M2,Gm7030,H2-T10,H2-Q6,H2-T23,H2-Bl,H2-Q5,H2-Q7,Gm8909,H2-M5"	"RT1-M3-1,RT1-A1,RT1-A3,LOC100364500,RT1-M2,RT1-M5,LOC100909797,RT1-S3,RT1-S2,RT1-CE16,RT1-CE10,RT1-N1,RT1-N3,Rn60_20_0047.3,RT1-CE3,RT1-CE2,RT1-CE7,RT1-CE5,RT1-CE4,RT1-T24-4,RGD1562652,RT1-T24-1,RT1-T24-3,RT1-M6-2,RT1-M6-1,RT1-A"	"mhc1zca,mhc1zaa,mhc1zja,mhc1zea,mhc1uba,mhc1zba,mhc1uka,mhc1zfa,LOC796419,LOC101883648"
SLC7A7	"SLC7A6,SLC7A7"	"Slc7a6,Slc7a7"	"Slc7a6,Slc7a7"	"slc7a6,slc7a7,si:dkeyp-120h9.1"
HLA-A	"DLA-79,DLA88,DLA-12,DLA-64"	"H2-T22,H2-T24,H2-Bl,H2-K1,H2-M3,H2-M2,H2-M5,H2-Q10,H2-T23,Gm11127,H2-D1,H2-Q5,H2-Q4,H2-Q7,H2-Q6,H2-Q1,H2-Q2,H2-T10,Gm10499,H2-T3,Gm7030,Gm8909"	"RT1-M3-1,RT1-A1,RT1-A3,RT1-A2,LOC100364500,RT1-M2,RT1-M5,LOC100909797,RT1-S3,RT1-S2,RT1-CE16,RT1-CE13,RT1-CE10,RT1-N1,RT1-N3,Rn60_20_0047.3,RT1-CE3,RT1-CE2,RT1-CE1,RT1-CE7,RT1-CE5,RT1-CE4,RT1-T24-4,RGD1562652,RT1-T24-1,RT1-T24-3,RT1-M6-2,RT1-M6-1,RT1-A"	"mhc1zca,mhc1zaa,mhc1zja,mhc1zea,mhc1uba,mhc1zba,LOC563036,mhc1uka,mhc1zfa,mhc1zka,LOC796419,LOC101883648"
SLC7A5	SLC7A5	Slc7a5	Slc7a5	slc7a5
HLA-G	"DLA-79,DLA88,DLA-12,DLA-64"	"H2-K1,H2-D1,H2-T3,Gm11127,H2-Q4,H2-M3,H2-M2,H2-Q1,H2-Q10,H2-Q2,H2-T24,Gm7030,H2-T10,H2-T22,H2-Q6,H2-T23,H2-Bl,H2-Q5,H2-Q7,Gm8909,H2-M5"	"RT1-M3-1,RT1-A1,RT1-A3,LOC100364500,RT1-M2,RT1-M5,LOC100909797,RT1-S3,RT1-S2,RT1-CE16,RT1-CE10,RT1-N1,RT1-N3,Rn60_20_0047.3,RT1-CE3,RT1-CE2,RT1-CE7,RT1-CE5,RT1-CE4,RT1-T24-4,RGD1562652,RT1-T24-1,RT1-T24-3,RT1-M6-2,RT1-M6-1,RT1-A"	"mhc1zca,mhc1zaa,mhc1zja,mhc1zea,mhc1uba,mhc1zba,mhc1uka,mhc1zfa,LOC796419,LOC101883648"
SLC7A3	"LOC486765,SLC7A5,LOC100683471,SLC7A9,SLC7A6,SLC7A7,SLC7A11,SLC7A10,SLC7A3,SLC7A1,SLC7A13,LOC482987"	"Slc7a1,Slc7a8,Slc7a9,Slc7a6,Slc7a7,Slc7a5,Slc7a10,Slc7a3,Slc7a12,Slc7a11,Slc7a2,Slc7a15,Slc7a13"	"Slc7a11,Slc7a8,Slc7a9,Slc7a6,Slc7a15,Slc7a5,Slc7a10,Slc7a3,Slc7a12,Slc7a13,LOC361914,LOC688389,Slc7a7,Slc7a1"	"slc7a5,slc7a3b,slc7a8b,slc7a3a,slc7a6,slc7a7,slc7a9,slc7a2,SLC7A11,zmp:0000001267,si:dkeyp-120h9.1,slc7a10a,slc7a1,si:ch73-352p4.8,slc7a10b"
HLA-E	"DLA-79,DLA88,DLA-12,DLA-64"	"H2-T22,H2-T24,H2-Bl,H2-K1,H2-T23,H2-M2,H2-M5,H2-Q10,C920025E04Rik,Gm11127,H2-D1,H2-Q5,H2-Q4,H2-Q7,H2-Q6,H2-Q1,H2-Q2,H2-T10,H2-T3,H2-M3,Gm7030,Gm8909"	"RT1-M3-1,RT1-A1,RT1-A3,LOC100364500,RT1-M2,RT1-M5,LOC100909797,RT1-S3,RT1-S2,RT1-CE16,RT1-CE10,RT1-N1,RT1-N3,Rn60_20_0047.3,RT1-CE3,RT1-CE2,RT1-CE7,RT1-CE5,RT1-CE4,RT1-T24-4,RGD1562652,RT1-T24-1,RT1-T24-3,RT1-M6-2,RT1-M6-1,RT1-A"	"mhc1zca,mhc1zaa,mhc1zja,mhc1zea,mhc1uba,mhc1zba,mhc1uka,mhc1zfa,LOC796419,LOC101883648"
PHF21B	PHF21B	Phf21b	Phf21b	"PHF21B,phf21b"
RNU6-1141P	U6	NO_ORTHO	NO_ORTHO	NO_ORTHO
AMER1	AMER1	Amer1	Amer1	amer1
AMER2	"FAM123A,AMER2"	Amer2	Amer2	amer2
AMER3	AMER3	Amer3	Amer3	amer3
RNU6-505P	U6	Gm25431	NO_ORTHO	U6
AL162430.1	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
IGKV3D-7	NO_ORTHO	"Igkv6-13,Igkv7-33,Igkv6-17,Igkv6-23,Igkv6-20,Igkv6-14,Igkv6-29,Igkv5-39,Igkv4-54,Igkv4-69,Igkv8-19,Igkv8-18,Igkv4-62,Igkv18-36,Igkv4-71,Igkv8-27"	"LOC100361009,LOC100912707,Igkv5-37,LOC100365438,AABR07051670.1,AABR07051684.1,LOC100363935,AABR07051626.2,AABR07061136.1,AABR07051533.1,AABR07051533.2,RGD1565252,Igkv4-86,AABR07040288.1,AABR07051678.1,LOC100362150,LOC100365500,AABR07051746.1,RGD1564184,AABR07013111.1"	"igl3v3,igl3v2,igl3v1,si:dkey-234i14.12,si:dkey-234i14.15,si:dkey-234i14.14,igl3v4,CU570684.2,CU570684.1,si:dkey-234i14.13,zmp:0000001211,igl4v10,igl4v8,igl4v9,zgc:153659,CU896602.2,LOC797398,CU570684.3"
SNORD101	SNORD101	Gm23130	SNORD101	SNORD101
SNORD100	SNORD100	Snord100	SNORD100	SNORD100
SNORD102	SNORD102	Gm25091	SNORD102	NO_ORTHO
SNORD105	SNORD105	Gm24067	SNORD105	NO_ORTHO
SNORD104	SNORND104	Snord104	SNORND104	NO_ORTHO
SNORD107	SNORD107	Snord107	SNORD107	NO_ORTHO
SNORD108	SNORD108	NO_ORTHO	NO_ORTHO	NO_ORTHO
SLC9B2	SLC9B2	Slc9b2	Slc9b2	si:dkey-162b23.4
IPO8	"IPO7,IPO8"	"Ipo7,Ipo8"	"Ipo7,LOC686774,Ipo8"	"ipo7,ipo8"
IPO9	IPO9	Ipo9	Ipo9	ipo9
IPO7	"IPO7,IPO8"	"Ipo7,Ipo8"	Ipo7	"ipo7,ipo8"
IPO4	IPO4	Ipo4	Ipo4	ipo4
IPO5	IPO5	"Ranbp6,Ipo5"	Ipo5	kpnb3
NRBP2	NRBP2	Nrbp2	Nrbp2	"nrbp2b,nrbp2a"
NRBP1	NRBP1	Nrbp1	Nrbp1	nrbp1
DCAF8L1	"DCAF8,DCAF8L2"	"Dcaf8,Pet2"	"Dcaf8,Rn60_X_0594.5"	dcaf8
DCAF8L2	"DCAF8,DCAF8L2"	"Dcaf8,Pet2"	"Dcaf8,Rn60_X_0594.5"	dcaf8
RAB8B	"RAB8B,RAB10,RAB8A"	"Rab8b,Rab10,Rab8a"	"Rab8b,Rab10,Rab8a"	"rab8b,rab10,rab8a"
RAB8A	RAB8A	Rab8a	Rab8a	rab8a
SCPEP1	SCPEP1	Scpep1	Scpep1	scpep1
MGAT5B	MGAT5B	Mgat5b	Mgat5b	mgat5b
PAQR9	PAQR9	Paqr9	Paqr9	paqr9
PAQR8	PAQR8	Paqr8	Paqr8	"paqr8,paqr7b"
NIFK	MKI67IP	Nifk	Nifk	nifk
GABPB1	"GABPB2,GABPB1"	"Gabpb2,Gabpb1"	"Gabpb2,Gabpb1,Gabpb1l,AABR07028012.1"	"gabpb1,gabpb2a,gabpb2b"
PHYHD1	PHYHD1	Phyhd1	Phyhd1	phyhd1
PAQR3	PAQR3	Paqr3	Paqr3	"paqr3b,paqr3a"
STOX2	STOX2	Stox2	Stox2	"stox2a,stox2b,LOC100003272,stox1"
PAQR5	PAQR5	"Gm21956,Gm6821,Paqr5,Paqr6"	"Paqr5,Paqr6"	"paqr6,paqr5a,paqr5b"
PAQR4	PAQR4	Paqr4	Paqr4	"paqr4b,paqr4,paqr4a"
PAQR7	PAQR7	Paqr7	Paqr7	"paqr8,paqr7b,paqr7a"
PAQR6	"PAQR5,PAQR6"	"Gm21956,Gm6821,Paqr5,Paqr6"	"Paqr5,Paqr6"	"paqr5b,paqr5a,paqr6"
FADS1	"FADS1,FADS3,FADS2"	"Fads1,Fads3,Fads2,4833423E24Rik"	"Fads1,RGD1311224,Fads3,Fads2"	fads2
FADS3	"FADS1,FADS3,FADS2"	"Fads1,Fads3,Fads2,4833423E24Rik"	"Fads1,RGD1311224,Fads3,Fads2"	fads2
FADS2	FADS2	Fads2	Fads2	fads2
FADS6	"FADS1,FADS3,FADS2,FADS6"	"Fads1,Fads3,Fads2,4833423E24Rik,Fads6"	"Fads1,RGD1311224,Fads3,Fads2,Fads6"	"fads2,fads6"
SIL1	SIL1	Sil1	Sil1	sil1
PRR5L	PRR5L	Prr5l	Prr5l	si:ch211-147k10.5
RNU6-969P	U6	Gm26065	U6	NO_ORTHO
RNU6-1233P	U6	"Gm24388,Gm24612"	NO_ORTHO	NO_ORTHO
ACAD10	"IVD,ACADS,ACADSB,ACOX2,ACOX3,ACOX1,ACOXL,ACAD10,ACADM,GCDH"	"Ivd,Acads,Acadsb,Acox2,Acox3,Acox1,Acoxl,Acad12,Acad10,Acadm,Gcdh"	"Ivd,Acads,Acoxl,Acox2,Acox3,Acox1,LOC100909903,Acadsb,Acad10,Acadm,Gcdh"	"ivd,acox3,gcdha,acox1,acadsb,gcdhb,acad11,acadm"
ACAD11	"IVD,ACADS,ACADSB,ACOX2,ACOX3,ACOX1,ACOXL,ACAD11,ACADM,GCDH"	"Ivd,Acads,Acadsb,Acox2,Acox3,Acox1,Acoxl,Acad10,Acad11,Acadm,Gcdh"	"Ivd,Acads,Acoxl,Acox2,Acox3,Acox1,LOC100909903,Acadsb,Acad11,Acadm,Gcdh"	"ivd,acox3,gcdha,acox1,acadsb,gcdhb,acad11,acadm"
CARNS1	CARNS1	Carns1	Carns1	NO_ORTHO
PLOD2	"PLOD2,PLOD3,PLOD1"	"Plod2,Plod3,Plod1"	"Plod2,Plod3,Plod1"	"plod2,plod3,wu:fb72h05,plod1a"
CMPK1	CMPK1	Cmpk1	Cmpk1	cmpk
CMPK2	CMPK2	Cmpk2	Cmpk2	cmpk2
PLOD1	"PLOD2,PLOD3,PLOD1"	"Plod2,Plod3,Plod1"	"Plod2,Plod3,Plod1"	"plod2,plod3,wu:fb72h05,plod1a,plod1b"
FAAP20	NO_ORTHO	Faap20	Faap20	NO_ORTHO
MIR105-2	cfa-mir-105b	NO_ORTHO	Mir105	NO_ORTHO
MIR105-1	cfa-mir-105a	NO_ORTHO	Mir105	NO_ORTHO
FAAP24	"C1H19orf40,FAAP24"	Faap24	Faap24	faap24
RAD21	RAD21	Rad21	Rad21	"rad21a,rad21b"
ADGRF1	GPR110	Adgrf1	Adgrf1	"adgrf8,si:dkey-30j22.1,BX545917.1,adgrf6,adgrf7,adgrf11"
ADGRF2	GPR111	Adgrf2	Adgrf2	"adgrf8,BX545917.1,adgrf11,adgrf6,adgrf7"
ADGRF3	GPR113	Adgrf3	Adgrf3	"adgrf3a,adgrf3b"
ADGRF4	"GPR115,GPR111"	Adgrf4	Adgrf4	"adgrf8,BX545917.1,adgrf11,adgrf6,adgrf7"
ADGRF5	GPR116	Adgrf5	Adgrf5	"adgrf8,si:dkey-30j22.1,BX545917.1,adgrf6,adgrf7,adgrf11"
ALDH6A1	ALDH6A1	Aldh6a1	Aldh6a1	aldh6a1
NR2E1	NR2E1	Nr2e1	Nr2e1	nr2e1
NR2E3	NO_ORTHO	Nr2e3	Nr2e3	nr2e3
LCE1B	LCE1E	"Lce1f,Lce1e,Lce1b,Lce1c,Lce1l,Lce1j,Lce1k,Lce1h,Lce1i,Lce1a1,Lce1a2"	Lce1l	NO_ORTHO
GATA3	GATA3	Gata3	Gata3	"gata2a,gata3"
RNU6-304P	U6	NO_ORTHO	NO_ORTHO	NO_ORTHO
DUS4L	DUS4L	Dus4l	Dus4l	dus4l
DAND5	DAND5	Dand5	Dand5	dand5
JPH2	"JPH2,LOC102153142,JPH1"	"Jph2,Jph1"	"Jph2,Jph1"	"jph2,jph1b"
JPH3	"JPH3,JPH1"	"Jph3,Jph1"	"Jph3,Jph1"	"jph3,jph1b,si:ch211-146m13.3"
JPH1	"JPH3,JPH1"	"Jph2,Jph3,Jph1"	"Jph2,Jph3,Jph1"	"jph2,jph1a,jph1b,si:ch211-146m13.3"
JPH4	JPH4	Jph4	Jph4	NO_ORTHO
TYK2	"TYK2,JAK2,JAK1"	"Tyk2,Jak2,Jak1"	Tyk2	"tyk2,jak3,jak1"
BOD1	"BOD1,BOD1L1"	"Bod1,Bod1l"	"Bod1,Bod1l1"	"bod1,bod1l1"
SLITRK6	SLITRK6	Slitrk6	Slitrk6	slitrk6
SLITRK4	"SLITRK4,SLITRK5"	"Slitrk4,Slitrk5,Slitrk2"	"Slitrk4,Slitrk2"	"slitrk4,slitrk3a"
SLITRK5	"SLITRK6,SLITRK5,SLITRK3"	"Slitrk6,Slitrk4,Slitrk5,Slitrk2,Slitrk3"	"Slitrk6,Slitrk5,Slitrk2,Slitrk3"	"LOC101882841,slitrk2,slitrk5a,slitrk5b,slitrk3a"
SLITRK2	"SLITRK5,SLITRK2,SLITRK3"	"Slitrk4,Slitrk5,Slitrk2,Slitrk3"	"Slitrk2,Slitrk3"	"slitrk3b,slitrk4,slitrk2,slitrk5b,slitrk3a"
SLITRK3	"SLITRK5,SLITRK3"	"Slitrk5,Slitrk2,Slitrk3"	"Slitrk2,Slitrk3"	"slitrk3b,slitrk3a"
SLITRK1	SLITRK1	Slitrk1	Slitrk1	slitrk1
PAPPA	"PAPPA2,PAPPA"	Pappa	"Pappa2,Pappa"	"PAPPA (2 of 2),pappaa,pappab,pappa2"
PIK3C2B	"PIK3C2B,PIK3C2G"	"Pik3c2b,Pik3c2g"	"Pik3c2b,Pik3c2a"	"pik3c2b,pik3c2a"
PIK3C2A	"PIK3C2B,PIK3C2A,PIK3C2G"	"Pik3c2b,Pik3c2a,Pik3c2g"	"Pik3c2b,Pik3c2a"	pik3c2a
PIK3C2G	PIK3C2G	"Pik3c2b,Pik3c2g"	"Pik3c2b,Pik3c2a,Pik3c2g"	"pik3c2a,pik3c2g"
LST1	LST1	Lst1	Lst1	NO_ORTHO
LDAH	LDAH	Ldah	Ldah	ldah
CEP76	CEP76	Cep76	Cep76	cep76
CEP70	CEP70	Cep70	Cep70	cep70
CEP72	CEP72	Cep72	Cep72	cep72
RNU6-231P	U6	Gm26402	U6	NO_ORTHO
RNU6-952P	U6	Gm25718	NO_ORTHO	NO_ORTHO
CEP78	CEP78	Cep78	Cep78	cep78
TSN	TSN	Tsn	Tsn	tsn
